antecedents,consequents
"frozenset({'XO TOUR Llif3', 'You Was Right', 'HUMBLE.'})",frozenset({'Mask Off'})
"frozenset({'XO TOUR Llif3', 'You Was Right', 'Mask Off'})",frozenset({'HUMBLE.'})
"frozenset({'XO TOUR Llif3', 'You Was Right'})","frozenset({'Congratulations', 'Tunnel Vision', 'T-Shirt', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'Money Longer', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'XO TOUR Llif3', 'goosebumps', 'Mask Off'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'XO TOUR Llif3', 'goosebumps', 'Tunnel Vision'})","frozenset({'HUMBLE.', 'Mask Off'})"
"frozenset({'XO TOUR Llif3', 'goosebumps'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Fake Love', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Tunnel Vision', 'Drowning (feat. Kodak Black)', 'Bank Account', 'HUMBLE.', 'Mask Off', 'Butterfly Effect', 'Bounce Back', 'Magnolia', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'XO TOUR Llif3', 'pick up the phone'})","frozenset({'T-Shirt', 'HUMBLE.', 'Mask Off', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)'})"
frozenset({'XO TOUR Llif3'}),"frozenset({'X (feat. Future)', 'Congratulations', 'Portland', 'T-Shirt', 'Fake Love', 'Money Longer', 'Rake It Up', 'Jumpman', 'Rolex', 'Antidote', 'Tunnel Vision', 'White Iverson', '1-800-273-8255', 'Mask Off', 'Butterfly Effect', 'Passionfruit', 'goosebumps', ""It's A Vibe"", 'Slide', 'iSpy (feat. Lil Yachty)', 'rockstar', 'DNA.', 'Moves', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'No Role Modelz', 'Bodak Yellow', 'pick up the phone', 'Caroline', 'Redbone', 'Location', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'Gyalchester', 'Low Life', 'Unforgettable', 'Both (feat. Drake)', 'Drowning (feat. Kodak Black)', 'Bank Account', 'Chill Bill', 'HUMBLE.', 'Deja Vu', 'No Heart', 'One Night', 'Bounce Back', 'Magnolia', ""I'm the One"", 'Slippery (feat. Gucci Mane)'})"
"frozenset({'Yeah!', 'Gold Digger'})",frozenset({'In Da Club'})
"frozenset({'Yeah!', 'In Da Club'})",frozenset({'Gold Digger'})
frozenset({'Yeah!'}),"frozenset({'Hey Ya! - Radio Mix / Club Mix', 'SexyBack', 'Hot In Herre', 'Low (feat T-Pain) - Feat T-Pain Album Version', 'Party In The U.S.A.', ""It Wasn't Me"", 'Kiss Me Thru The Phone', 'Gold Digger', 'TiK ToK', 'In Da Club', 'Candy Shop', 'Hollaback Girl', ""Hips Don't Lie"", 'Replay', 'Ignition - Remix', 'Crazy In Love', 'My Humps', ""Drop It Like It's Hot"", 'Promiscuous', 'One, Two Step', 'Umbrella', ""Buy U a Drank (Shawty Snappin')"", 'Crank That (Soulja Boy)', 'Whatever You Like', 'Fergalicious', 'Forever', 'Smack That - Dirty', 'Get Low - Street'})"
"frozenset({'You Was Right', 'Chill Bill'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'You Was Right', 'Fake Love'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'You Was Right', 'HUMBLE.', 'Mask Off'})",frozenset({'XO TOUR Llif3'})
"frozenset({'You Was Right', 'HUMBLE.'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'Tunnel Vision', 'T-Shirt', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'You Was Right', 'Mask Off'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'Tunnel Vision', 'T-Shirt', 'HUMBLE.', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'You Was Right', 'Money Longer'})","frozenset({'X (feat. Future)', 'Congratulations', 'Low Life', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'You Was Right', 'Swang'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'You Was Right', 'Tunnel Vision'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'You Was Right', 'X (feat. Future)'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'T-Shirt', 'pick up the phone', 'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'Money Longer', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'You Was Right', 'goosebumps'})","frozenset({'T-Shirt', 'Congratulations', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
frozenset({'You Was Right'}),"frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'No Role Modelz', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Fake Love', 'Money Longer', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'Jumpman', 'Erase Your Social', 'Antidote', 'Tunnel Vision', 'Low Life', 'Chill Bill', 'HUMBLE.', 'Deja Vu', 'No Heart', 'Mask Off', 'Bounce Back', 'One Night', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
frozenset({'beibs in the trap'}),frozenset({'goosebumps'})
"frozenset({'goosebumps', 'Fake Love'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'T-Shirt', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'goosebumps', 'HUMBLE.', 'Tunnel Vision'})","frozenset({'XO TOUR Llif3', 'Mask Off'})"
"frozenset({'goosebumps', 'Mask Off', 'Tunnel Vision'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'goosebumps', 'Mask Off'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'Portland', 'T-Shirt', 'pick up the phone', 'Caroline', 'Fake Love', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Drowning (feat. Kodak Black)', 'Bank Account', 'HUMBLE.', 'Butterfly Effect', 'Bounce Back', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'goosebumps', 'Swang'})","frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations', 'Tunnel Vision', 'T-Shirt', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'goosebumps', 'Tunnel Vision'})","frozenset({'X (feat. Future)', 'iSpy (feat. Lil Yachty)', 'Congratulations', 'T-Shirt', 'HUMBLE.', 'Mask Off', 'XO TOUR Llif3', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Slippery (feat. Gucci Mane)'})"
frozenset({'goosebumps'}),"frozenset({'X (feat. Future)', 'Congratulations', 'Portland', 'T-Shirt', 'Fake Love', 'Money Longer', 'Jumpman', 'Erase Your Social', 'Rolex', 'Antidote', 'Tunnel Vision', 'White Iverson', 'No Type', 'Mask Off', 'Butterfly Effect', 'beibs in the trap', 'Passionfruit', 'iSpy (feat. Lil Yachty)', 'rockstar', 'DNA.', 'Moves', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'No Role Modelz', 'pick up the phone', 'Caroline', 'Redbone', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'Father Stretch My Hands Pt. 1', ""I'm the One"", 'Low Life', 'Unforgettable', 'Both (feat. Drake)', 'Drowning (feat. Kodak Black)', 'Bank Account', 'Chill Bill', 'HUMBLE.', 'Deja Vu', 'No Heart', 'Go Flex', 'Bounce Back', 'One Night', 'Magnolia', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'iSpy (feat. Lil Yachty)', ""I'm the One""})","frozenset({'Bounce Back', 'HUMBLE.', 'Bad and Boujee (feat. Lil Uzi Vert)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles'})","frozenset({'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back', 'HUMBLE.'})",frozenset({'Mask Off'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back', 'Mask Off'})",frozenset({'HUMBLE.'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Bounce Back'})","frozenset({'X (feat. Future)', 'Broccoli (feat. Lil Yachty)', 'Congratulations', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'Fake Love', 'XO TOUR Llif3', 'goosebumps', 'Black Beatles', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Caroline'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'Mask Off', 'Bounce Back', 'Black Beatles', 'Broccoli (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations'})","frozenset({'Bounce Back', 'HUMBLE.', 'Caroline', 'Mask Off'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'DNA.'})",frozenset({'HUMBLE.'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Fake Love'})",frozenset({'Bounce Back'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.', 'Mask Off'})","frozenset({'Bounce Back', 'XO TOUR Llif3'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.'})","frozenset({'Broccoli (feat. Lil Yachty)', 'Congratulations', 'DNA.', 'T-Shirt', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps', 'Black Beatles', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off'})","frozenset({'Congratulations', 'T-Shirt', 'HUMBLE.', 'Caroline', 'XO TOUR Llif3', 'Bounce Back', 'goosebumps', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'No Problem (feat. Lil Wayne & 2 Chainz)'})","frozenset({'Bounce Back', 'Caroline', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Slippery (feat. Gucci Mane)'})","frozenset({'Bounce Back', 'HUMBLE.'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'T-Shirt'})","frozenset({'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'X (feat. Future)'})",frozenset({'Bounce Back'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'HUMBLE.'})",frozenset({'Mask Off'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Mask Off'})",frozenset({'HUMBLE.'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})","frozenset({'Bounce Back', 'HUMBLE.', 'Mask Off'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'You Was Right'})",frozenset({'Bounce Back'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'goosebumps'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'Mask Off', 'Bounce Back'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bad and Boujee (feat. Lil Uzi Vert)'})","frozenset({'X (feat. Future)', 'Congratulations', 'DNA.', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'No Role Modelz', 'pick up the phone', 'Caroline', 'Fake Love', 'Money Longer', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'Rolex', 'Tunnel Vision', ""I'm the One"", 'Chill Bill', 'HUMBLE.', 'Mask Off', 'Panda', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Black Beatles', 'Bounce Back'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Black Beatles', 'Caroline'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Black Beatles', 'HUMBLE.'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Black Beatles', 'Mask Off'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Black Beatles'})","frozenset({'Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Chill Bill', 'T-Shirt', 'pick up the phone', 'HUMBLE.', 'Caroline', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)'})","frozenset({'goosebumps', 'Fake Love'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'Caroline'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations', 'Broccoli (feat. Lil Yachty)', 'HUMBLE.'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'Congratulations'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'DNA.'})",frozenset({'HUMBLE.'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'Fake Love'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'HUMBLE.', 'Mask Off'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'HUMBLE.'})","frozenset({'Congratulations', 'DNA.', 'T-Shirt', 'Caroline', 'Mask Off', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'Mask Off'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'Slippery (feat. Gucci Mane)'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'T-Shirt'})","frozenset({'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off', 'HUMBLE.'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'X (feat. Future)'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'XO TOUR Llif3'})","frozenset({'HUMBLE.', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'You Was Right'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back', 'goosebumps'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'Mask Off', 'Bad and Boujee (feat. Lil Uzi Vert)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Bounce Back'})","frozenset({'X (feat. Future)', 'Congratulations', 'DNA.', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'pick up the phone', 'Caroline', 'Fake Love', 'Money Longer', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Broccoli (feat. Lil Yachty)', 'Black Beatles', 'Rolex', 'Tunnel Vision', ""I'm the One"", 'Chill Bill', 'HUMBLE.', 'Mask Off', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Caroline', 'Congratulations'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Caroline', 'HUMBLE.'})","frozenset({'Congratulations', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Caroline', 'Mask Off'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Congratulations', 'HUMBLE.'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Caroline'})","frozenset({'X (feat. Future)', 'Congratulations', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'No Role Modelz', 'pick up the phone', 'Fake Love', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Black Beatles', 'Broccoli (feat. Lil Yachty)', 'Chill Bill', 'HUMBLE.', 'Mask Off', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Chill Bill'})","frozenset({'HUMBLE.', 'Congratulations', 'Caroline', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Congratulations'})","frozenset({'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'Drowning (feat. Kodak Black)', 'Bad and Boujee (feat. Lil Uzi Vert)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'DNA.', 'HUMBLE.'})","frozenset({'Congratulations', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'DNA.', 'Mask Off'})",frozenset({'HUMBLE.'})
"frozenset({'iSpy (feat. Lil Yachty)', 'DNA.'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Fake Love'})","frozenset({'Congratulations', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'HUMBLE.', 'Congratulations'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'HUMBLE.', 'Mask Off'})","frozenset({'Congratulations', 'DNA.', 'T-Shirt', 'Caroline', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'HUMBLE.', 'goosebumps'})","frozenset({'T-Shirt', 'Congratulations', 'Mask Off', 'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'HUMBLE.'})","frozenset({'X (feat. Future)', 'Congratulations', 'DNA.', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'No Role Modelz', 'Caroline', 'Fake Love', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Swang', 'Black Beatles', 'Broccoli (feat. Lil Yachty)', 'Rolex', 'Tunnel Vision', ""I'm the One"", 'Drowning (feat. Kodak Black)', 'Chill Bill', 'Mask Off', 'Bounce Back', 'goosebumps', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Jumpman'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Mask Off', 'Congratulations'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Mask Off', 'goosebumps'})","frozenset({'T-Shirt', 'HUMBLE.', 'Congratulations', 'Bounce Back', 'XO TOUR Llif3'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Mask Off'})","frozenset({'Swang', 'Congratulations', 'Tunnel Vision', 'DNA.', 'You Was Right', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Fake Love', 'Bounce Back', 'goosebumps', 'Slippery (feat. Gucci Mane)', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Money Longer'})","frozenset({'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Bounce Back'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)', 'Caroline'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'No Problem (feat. Lil Wayne & 2 Chainz)'})","frozenset({'Congratulations', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'Fake Love', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'No Role Modelz'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'One Dance'})",frozenset({'Broccoli (feat. Lil Yachty)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Rolex'})","frozenset({'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Slippery (feat. Gucci Mane)', 'HUMBLE.'})","frozenset({'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Slippery (feat. Gucci Mane)', 'XO TOUR Llif3'})",frozenset({'HUMBLE.'})
"frozenset({'iSpy (feat. Lil Yachty)', 'Slippery (feat. Gucci Mane)'})","frozenset({'Swang', 'Congratulations', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Broccoli (feat. Lil Yachty)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'Swang'})","frozenset({'Broccoli (feat. Lil Yachty)', 'Congratulations', 'T-Shirt', 'HUMBLE.', 'Caroline', 'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3', 'Slippery (feat. Gucci Mane)'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'T-Shirt', 'Caroline'})",frozenset({'Bad and Boujee (feat. Lil Uzi Vert)'})
"frozenset({'iSpy (feat. Lil Yachty)', 'T-Shirt', 'HUMBLE.'})","frozenset({'Mask Off', 'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'XO TOUR Llif3'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'T-Shirt', 'Mask Off'})","frozenset({'Bounce Back', 'goosebumps', 'Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.'})"
"frozenset({'iSpy (feat. Lil Yachty)', 'T-Shirt', 'goosebumps'})","frozenset({'Bounce Back', 'Bad and Boujee (feat. Lil Uzi Vert)', 'Mask Off', 'HUMBLE.'})"
